no,Condition,ConditionSession,Trial,color of s1,color of s2,color of s3,color of s4,color of s5,color of s6,color of s7,color of s8,color of tg1,color of tg2,color of tg3,color of tg4,color of tg5,color of tg6,color of tg7,color of tg8,location 1,location 2,location 3,location 4,location 5,location 6,location 7,location 8,"matching setting (1=yes, 0=no)","response key (1=R, 0=L)",Correct,Response Time,
14,4,22,22,1,1,2,2,3,4,5,7,1,1,2,2,3,4,5,7,7,11,10,1,8,20,9,12,1,1,1,0.44,
14,4,22,23,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,19,6,18,13,12,2,14,16,0,0,1,0.639,
14,4,22,24,3,3,4,4,5,6,6,7,5,3,4,4,5,6,6,7,12,16,10,13,17,8,6,1,0,0,1,0.771,
14,4,22,25,1,1,2,3,3,5,5,7,1,1,2,3,3,5,5,7,13,5,14,4,15,7,16,1,1,1,1,0.543,
14,4,22,26,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,20,8,7,11,1,12,3,4,0,0,1,0.833,
14,4,22,27,1,1,2,3,4,6,6,7,1,1,2,3,4,6,6,7,9,7,1,11,13,16,14,2,1,1,1,0.62,
14,4,22,28,1,2,2,3,4,6,7,7,1,2,2,3,4,5,7,7,20,19,8,10,3,14,2,1,0,0,1,0.59,
14,4,22,29,1,3,4,5,5,6,6,7,2,3,4,5,5,6,6,7,8,1,12,16,11,15,10,13,0,0,1,0.612,
14,4,22,30,2,3,3,4,4,5,6,7,1,3,3,4,4,5,6,7,19,9,10,8,4,18,14,7,0,1,0,0.846,
14,4,22,31,1,1,2,3,3,4,5,7,1,1,2,3,3,4,5,7,15,7,12,9,3,8,1,13,1,1,1,0.594,
14,4,22,32,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,1,19,14,2,5,7,12,3,1,1,1,0.514,
14,4,22,33,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,16,20,1,3,11,10,9,14,1,1,1,0.408,
14,4,22,34,1,1,2,2,3,4,6,7,1,1,2,2,3,4,5,7,20,18,15,11,17,6,1,4,0,1,0,0.736,
14,4,22,35,1,2,3,4,4,5,6,6,1,2,3,4,4,5,6,6,7,16,3,11,5,1,15,8,1,1,1,0.429,
14,4,22,36,1,2,2,3,3,4,5,7,6,2,2,3,3,4,5,7,11,9,3,7,2,6,4,1,0,0,1,0.543,
14,4,22,37,1,2,3,4,4,5,7,7,1,2,3,4,4,6,7,7,5,12,16,14,4,10,2,15,0,0,1,0.566,
14,4,22,38,1,1,2,4,4,5,6,7,1,1,2,4,4,5,6,7,14,7,19,9,3,17,18,11,1,1,1,0.409,
14,4,22,39,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,5,18,8,19,20,17,14,1,1,1,1,0.446,
14,4,22,40,1,1,2,3,3,4,5,6,1,1,2,3,3,4,5,6,7,4,1,12,5,18,2,14,1,1,1,0.58,
14,1,23,1,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,5,9,18,15,3,10,20,13,0,0,1,0.627,
14,1,23,2,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,20,6,12,19,1,14,2,8,0,0,1,0.81,
14,1,23,3,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,12,10,3,6,18,11,9,1,0,0,1,0.519,
14,1,23,4,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,8,4,2,10,3,12,14,20,0,0,1,0.652,
14,1,23,5,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,1,10,15,13,17,3,14,8,0,0,1,0.582,
14,1,23,6,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,15,6,1,2,19,16,12,18,1,1,1,1.046,
14,1,23,7,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,13,1,7,4,3,8,5,11,0,0,1,0.593,
14,1,23,8,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,1,19,3,16,6,12,13,8,1,1,1,0.533,
14,1,23,9,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,15,8,7,2,9,1,18,5,0,0,1,0.551,
14,1,23,10,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,15,12,6,11,1,14,4,8,1,1,1,0.541,
14,1,23,11,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,11,10,12,16,8,14,1,6,0,0,1,0.584,
14,1,23,12,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,7,9,1,16,15,18,4,6,1,1,1,0.531,
14,1,23,13,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,8,5,20,14,19,2,12,17,1,1,1,0.468,
14,1,23,14,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,12,10,20,13,9,6,4,19,1,1,1,0.519,
14,1,23,15,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,11,13,4,2,17,7,6,19,1,1,1,0.407,
14,1,23,16,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,9,11,8,12,1,10,19,2,1,1,1,0.461,
14,1,23,17,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,15,19,10,2,11,3,18,7,1,1,1,0.444,
14,1,23,18,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,14,12,18,8,17,20,5,11,0,0,1,0.515,
14,1,23,19,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,14,17,11,2,15,3,4,5,0,0,1,0.889,
14,1,23,20,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,18,2,15,20,19,7,12,14,1,1,1,0.518,
14,1,23,21,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,8,2,20,7,10,5,4,11,1,1,1,0.456,
14,1,23,22,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,17,2,19,18,5,20,11,1,1,1,1,0.569,
14,1,23,23,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,3,1,12,6,5,14,15,13,0,0,1,0.57,
14,1,23,24,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,7,1,4,16,5,2,6,17,1,1,1,0.474,
14,1,23,25,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,6,16,7,15,13,8,14,18,0,0,1,0.574,
14,1,23,26,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,12,5,19,9,14,10,3,2,0,0,1,0.517,
14,1,23,27,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,15,7,17,10,8,2,11,18,0,0,1,0.612,
14,1,23,28,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,19,11,20,12,18,7,15,16,1,1,1,0.583,
14,1,23,29,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,14,4,17,1,2,12,16,11,0,0,1,0.556,
14,1,23,30,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,1,13,10,3,8,2,5,19,0,0,1,0.708,
14,1,23,31,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,19,16,3,9,17,12,2,10,1,1,1,0.457,
14,1,23,32,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,5,8,10,6,7,12,11,9,1,1,1,0.6,
14,1,23,33,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,8,5,13,10,16,9,11,3,1,1,1,0.47,
14,1,23,34,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,18,9,11,7,2,1,12,5,1,1,1,0.408,
14,1,23,35,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,5,8,3,15,7,6,14,2,0,0,1,0.509,
14,1,23,36,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,4,2,18,13,20,16,12,6,1,1,1,0.554,
14,1,23,37,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,6,10,1,14,15,11,5,17,1,1,1,0.369,
14,1,23,38,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,10,7,3,13,1,15,2,11,0,0,1,0.621,
14,1,23,39,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,17,5,4,9,7,1,15,12,0,0,1,0.533,
14,1,23,40,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,5,4,10,14,3,11,17,8,0,0,1,0.625,
14,3,24,1,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,20,7,4,3,5,16,17,19,1,1,1,0.78,
14,3,24,2,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,11,19,3,18,10,1,4,5,1,1,1,0.433,
14,3,24,3,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,9,15,17,10,2,5,4,6,1,1,1,0.54,
14,3,24,4,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,13,8,11,7,20,6,1,16,1,1,1,0.381,
14,3,24,5,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,9,8,13,18,17,14,11,7,0,0,1,0.532,
14,3,24,6,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,1,20,18,16,7,4,2,8,0,0,1,0.56,
14,3,24,7,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,17,14,8,3,4,2,13,19,1,1,1,0.57,
14,3,24,8,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,8,19,5,18,15,13,11,10,1,1,1,0.525,
14,3,24,9,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,19,20,9,13,8,17,18,14,1,1,1,0.549,
14,3,24,10,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,5,8,17,1,19,6,11,18,0,0,1,0.496,
14,3,24,11,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,13,14,4,16,5,9,18,1,1,1,1,0.423,
14,3,24,12,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,15,17,16,12,13,4,14,2,0,0,1,0.423,
14,3,24,13,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,10,9,11,12,15,2,5,3,1,1,1,0.559,
14,3,24,14,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,5,11,4,9,15,8,12,19,0,1,0,0.678,
14,3,24,15,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,19,3,5,9,2,11,8,1,0,0,1,0.534,
14,3,24,16,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,6,9,19,8,14,12,3,1,0,0,1,0.591,
14,3,24,17,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,4,9,2,19,18,14,8,11,0,0,1,0.692,
14,3,24,18,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,6,19,11,12,10,17,13,2,1,1,1,0.428,
14,3,24,19,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,15,12,8,13,5,1,11,4,0,0,1,0.596,
14,3,24,20,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,1,11,7,10,15,19,2,13,0,0,1,0.687,
14,3,24,21,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,6,16,3,20,2,7,10,8,1,1,1,0.515,
14,3,24,22,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,7,19,15,18,2,12,4,5,1,1,1,0.41,
14,3,24,23,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,5,13,6,14,2,10,17,15,1,1,1,0.568,
14,3,24,24,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,8,16,9,6,18,11,3,19,0,0,1,0.477,
14,3,24,25,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,9,12,19,8,5,16,15,2,1,1,1,0.547,
14,3,24,26,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,10,6,19,9,8,12,18,14,0,0,1,0.729,
14,3,24,27,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,8,15,20,6,5,9,16,18,1,1,1,0.411,
14,3,24,28,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,20,16,5,4,10,2,9,11,1,1,1,0.393,
14,3,24,29,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,14,8,15,13,5,11,20,4,0,0,1,0.479,
14,3,24,30,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,2,16,7,18,3,15,19,5,1,1,1,0.31,
14,3,24,31,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,18,5,12,8,17,4,16,9,0,0,1,0.651,
14,3,24,32,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,6,10,16,15,1,8,19,3,0,0,1,0.672,
14,3,24,33,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,1,8,15,12,20,3,2,4,0,0,1,0.791,
14,3,24,34,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,10,19,7,2,6,17,9,4,1,1,1,0.452,
14,3,24,35,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,9,15,10,12,4,7,13,18,0,0,1,0.568,
14,3,24,36,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,19,18,7,20,1,12,14,10,1,1,1,0.367,
14,3,24,37,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,18,9,20,5,14,2,10,19,0,0,1,0.528,
14,3,24,38,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,18,12,17,9,13,5,15,6,1,1,1,0.513,
14,3,24,39,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,5,8,19,3,7,4,16,6,0,0,1,0.574,
14,3,24,40,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,15,2,3,5,19,13,20,18,0,0,1,0.645,
15,3,31,1,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,2,12,19,14,4,11,3,5,0,0,1,0.571,
15,3,31,2,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,14,18,13,6,19,8,20,11,1,1,1,0.564,
15,3,31,3,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,11,17,2,6,18,8,20,4,0,0,1,0.599,
15,3,31,4,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,19,10,15,4,5,3,8,16,0,0,1,0.585,
15,3,31,5,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,5,18,10,14,16,8,3,20,0,0,1,1.106,
15,3,31,6,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,5,9,2,3,6,10,16,20,1,1,1,0.434,
15,3,31,7,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,9,12,4,18,11,14,10,2,1,1,1,0.444,
15,3,31,8,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,8,9,10,6,3,2,1,15,0,0,1,0.633,
15,3,31,9,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,16,14,12,4,18,20,15,2,1,1,1,1.065,
15,3,31,10,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,15,20,7,2,17,18,16,8,0,0,1,0.657,
15,3,31,11,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,7,11,12,2,6,9,17,1,1,1,1,0.537,
15,3,31,12,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,10,14,15,17,18,8,20,16,1,1,1,0.427,
15,3,31,13,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,7,4,6,14,8,12,11,10,0,0,1,0.59,
15,3,31,14,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,3,19,7,18,6,2,10,12,0,0,1,0.705,
15,3,31,15,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,11,17,15,2,4,16,8,9,1,1,1,0.502,
15,3,31,16,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,3,4,14,12,16,13,1,20,0,0,1,0.595,
15,3,31,17,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,15,20,4,10,1,5,12,3,0,0,1,1.241,
15,3,31,18,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,15,18,10,3,19,9,4,1,0,1,0,0.555,
15,3,31,19,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,8,14,4,17,3,7,10,5,1,1,1,0.402,
15,3,31,20,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,1,15,19,10,7,11,5,16,0,0,1,1.147,
15,3,31,21,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,20,15,6,10,8,13,16,19,1,1,1,1.036,
15,3,31,22,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,14,13,18,10,2,3,17,15,1,1,1,0.558,
15,3,31,23,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,5,12,2,13,14,11,4,18,0,0,1,0.815,
15,3,31,24,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,5,1,10,11,7,6,9,16,1,1,1,0.621,
15,3,31,25,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,14,19,13,16,4,7,15,17,1,1,1,0.909,
15,3,31,26,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,14,19,3,12,9,20,11,15,1,1,1,0.473,
15,3,31,27,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,4,16,20,11,6,9,19,7,1,1,1,0.487,
15,3,31,28,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,8,11,10,12,19,5,7,9,0,0,1,0.637,
15,3,31,29,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,3,11,9,1,20,10,6,2,0,0,1,0.618,
15,3,31,30,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,14,13,18,17,16,19,20,4,1,1,1,0.553,
15,3,31,31,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,20,11,3,7,9,6,8,15,0,0,1,0.591,
15,3,31,32,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,19,15,11,18,5,1,3,4,1,0,0,1.263,
15,3,31,33,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,11,7,5,12,10,18,14,1,1,1,1,1.12,
15,3,31,34,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,17,4,20,15,19,6,18,10,0,0,1,0.742,
15,3,31,35,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,18,20,19,13,17,4,2,8,1,1,1,0.656,
15,3,31,36,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,2,9,15,11,12,6,10,18,0,0,1,0.702,
15,3,31,37,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,15,9,13,1,14,17,7,5,0,0,1,0.709,
15,3,31,38,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,13,17,9,12,5,11,14,16,1,0,0,1.104,
15,3,31,39,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,18,4,5,8,14,10,17,13,1,0,0,1.19,
15,3,31,40,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,10,1,9,18,7,8,5,12,0,0,1,0.897,
15,1,32,1,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,5,7,20,11,3,15,13,9,0,0,1,0.861,
15,1,32,2,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,4,2,5,3,1,19,15,13,0,0,1,0.71,
15,1,32,3,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,1,2,19,12,7,3,6,8,0,0,1,0.768,
15,1,32,4,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,11,7,16,10,13,5,1,12,0,0,1,0.653,
15,1,32,5,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,3,19,12,1,18,20,7,8,0,0,1,1.017,
15,1,32,6,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,19,17,13,7,2,18,9,6,0,0,1,0.724,
15,1,32,7,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,18,13,3,6,8,16,15,5,0,0,1,0.681,
15,1,32,8,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,13,16,18,6,8,9,11,7,1,1,1,0.65,
15,1,32,9,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,3,9,16,4,18,12,20,15,1,1,1,0.476,
15,1,32,10,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,16,11,5,15,12,18,3,8,0,0,1,0.578,
15,1,32,11,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,12,20,15,11,18,7,17,1,0,0,1,1.286,
15,1,32,12,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,3,7,16,20,9,12,6,18,1,1,1,0.521,
15,1,32,13,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,10,12,3,5,2,18,6,13,1,1,1,0.453,
15,1,32,14,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,17,15,2,11,5,10,1,12,0,0,1,1.415,
15,1,32,15,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,8,20,1,9,19,10,15,4,1,1,1,0.509,
15,1,32,16,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,20,3,10,5,13,8,9,16,0,0,1,0.66,
15,1,32,17,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,15,20,5,4,7,19,8,6,1,1,1,0.681,
15,1,32,18,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,17,13,2,4,14,12,6,1,0,0,1,0.656,
15,1,32,19,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,13,10,4,19,15,6,1,2,1,1,1,0.781,
15,1,32,20,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,20,3,9,15,18,13,14,11,0,1,0,0.53,
15,1,32,21,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,5,19,8,14,4,2,9,12,1,1,1,0.492,
15,1,32,22,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,9,14,17,11,20,1,7,5,1,1,1,0.47,
15,1,32,23,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,8,4,9,15,11,6,5,16,0,0,1,0.664,
15,1,32,24,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,13,1,18,17,20,2,3,9,1,1,1,0.581,
15,1,32,25,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,16,8,20,17,10,14,18,3,1,1,1,0.721,
15,1,32,26,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,5,3,10,13,19,7,16,18,0,0,1,0.504,
15,1,32,27,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,17,18,19,13,1,5,4,9,1,1,1,0.802,
15,1,32,28,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,14,16,5,8,3,7,17,19,1,1,1,0.647,
15,1,32,29,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,3,4,8,1,12,20,18,9,0,0,1,0.696,
15,1,32,30,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,13,16,8,1,5,15,18,9,1,1,1,0.444,
15,1,32,31,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,14,7,3,2,5,20,8,17,0,1,0,0.544,
15,1,32,32,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,15,6,19,1,14,7,16,12,0,1,0,0.883,
15,1,32,33,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,13,20,2,4,11,19,1,10,1,1,1,0.492,
15,1,32,34,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,2,1,12,14,16,7,3,4,1,1,1,0.551,
15,1,32,35,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,4,12,6,13,11,8,5,3,1,1,1,0.457,
15,1,32,36,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,18,20,5,10,14,11,19,13,0,0,1,0.558,
15,1,32,37,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,5,19,6,20,9,3,8,14,0,0,1,0.638,
15,1,32,38,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,4,1,2,6,8,13,18,10,1,1,1,1.657,
15,1,32,39,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,9,5,16,6,12,14,11,13,1,1,1,0.404,
15,1,32,40,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,4,7,20,6,19,2,11,15,1,1,1,0.395,
15,4,33,1,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,16,7,9,18,11,10,17,20,0,0,1,0.747,
15,4,33,2,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,12,6,11,7,10,2,17,16,1,1,1,0.7,
15,4,33,3,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,19,9,6,3,20,16,4,2,0,0,1,1.152,
15,4,33,4,1,3,4,5,5,6,6,7,2,3,4,5,5,6,6,7,10,1,15,3,13,5,18,2,0,0,1,0.819,
15,4,33,5,1,2,2,3,4,4,6,6,1,2,2,3,4,4,6,6,20,13,15,3,10,19,1,5,1,1,1,0.924,
15,4,33,6,3,3,4,4,5,6,6,7,5,3,4,4,5,6,6,7,4,17,13,20,8,12,14,10,0,0,1,1.566,
15,4,33,7,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,9,3,1,17,4,19,18,6,1,1,1,0.66,
15,4,33,8,1,1,2,3,6,6,7,7,1,1,2,3,6,6,7,7,18,15,14,8,13,16,1,11,1,1,1,0.52,
15,4,33,9,1,2,2,3,3,4,5,7,6,2,2,3,3,4,5,7,5,6,2,7,13,11,14,18,0,1,0,1.091,
15,4,33,10,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,7,13,4,2,11,14,3,20,0,0,1,1.251,
15,4,33,11,2,3,4,4,5,5,6,6,7,3,4,4,5,5,6,6,19,17,9,16,8,1,13,3,0,1,0,0.594,
15,4,33,12,1,2,3,4,4,5,6,6,1,2,3,4,4,5,6,6,8,19,13,17,5,4,10,7,1,1,1,0.624,
15,4,33,13,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,4,1,7,2,16,9,3,14,0,1,0,0.679,
15,4,33,14,1,1,2,3,3,5,5,7,1,1,2,3,3,5,5,7,18,19,1,10,5,17,11,7,1,1,1,0.7,
15,4,33,15,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,14,19,20,6,9,10,13,3,1,1,1,0.647,
15,4,33,16,1,1,2,2,3,4,6,7,1,1,2,2,3,4,5,7,14,6,2,15,10,9,7,8,0,1,0,0.588,
15,4,33,17,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,5,4,14,10,3,12,2,8,0,1,0,0.653,
15,4,33,18,3,4,5,5,6,6,7,7,3,4,4,5,6,6,7,7,5,16,15,8,9,18,20,11,0,0,1,0.856,
15,4,33,19,2,3,3,4,4,5,6,7,1,3,3,4,4,5,6,7,11,10,16,18,20,3,17,1,0,1,0,0.841,
15,4,33,20,1,1,2,2,3,4,5,7,1,1,2,2,3,4,5,7,19,6,4,20,15,12,16,3,1,1,1,0.87,
15,4,33,21,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,15,10,13,11,12,5,6,20,0,0,1,0.765,
15,4,33,22,1,3,4,4,5,6,7,7,1,3,4,3,5,6,7,7,4,2,12,10,9,6,19,5,0,0,1,0.753,
15,4,33,23,1,1,2,3,3,4,5,7,1,1,2,3,3,4,5,7,18,9,2,7,6,11,20,10,1,1,1,0.546,
15,4,33,24,1,1,2,3,4,6,6,7,1,1,2,3,4,6,6,7,13,7,16,2,12,18,3,14,1,1,1,0.746,
15,4,33,25,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,7,15,1,14,8,20,12,16,1,1,1,0.712,
15,4,33,26,1,1,2,4,5,6,6,7,1,1,2,4,5,6,6,7,4,12,5,3,19,9,10,6,1,1,1,0.557,
15,4,33,27,1,2,3,3,4,6,6,7,1,2,3,3,5,6,6,7,7,16,1,2,10,3,12,5,0,1,0,0.501,
