no,Condition,ConditionSession,Trial,color of s1,color of s2,color of s3,color of s4,color of s5,color of s6,color of s7,color of s8,color of tg1,color of tg2,color of tg3,color of tg4,color of tg5,color of tg6,color of tg7,color of tg8,location 1,location 2,location 3,location 4,location 5,location 6,location 7,location 8,"matching setting (1=yes, 0=no)","response key (1=R, 0=L)",Correct,Response Time,
9,1,11,37,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,4,2,3,6,13,14,15,10,0,0,1,0.56,
9,1,11,38,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,1,19,18,15,4,8,17,12,0,0,1,0.827,
9,1,11,39,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,14,20,15,17,18,12,7,3,1,1,1,0.744,
9,1,11,40,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,14,3,6,12,8,15,17,18,0,0,1,0.524,
9,2,12,1,1,1,2,3,3,4,5,7,1,1,2,3,3,4,5,7,2,8,14,10,20,13,19,16,1,0,0,0.871,
9,2,12,2,1,3,4,5,5,6,6,7,2,3,4,5,5,6,6,7,17,19,20,9,18,11,10,15,0,0,1,0.597,
9,2,12,3,1,1,3,3,4,4,5,7,1,1,3,3,4,4,5,7,9,7,11,4,19,20,13,3,1,0,0,0.961,
9,2,12,4,1,1,2,2,4,5,6,7,1,1,2,2,4,5,6,7,14,2,11,20,1,19,18,10,1,1,1,0.643,
9,2,12,5,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,16,9,12,2,1,17,7,18,1,1,1,0.678,
9,2,12,6,3,3,4,4,5,6,6,7,5,3,4,4,5,6,6,7,12,2,1,10,3,19,13,11,0,1,0,0.66,
9,2,12,7,1,1,2,3,4,6,6,7,1,1,2,3,4,6,6,7,1,7,19,3,2,11,9,18,1,1,1,0.627,
9,2,12,8,2,3,3,4,4,5,6,7,1,3,3,4,4,5,6,7,4,13,6,10,11,12,17,20,0,1,0,0.908,
9,2,12,9,1,2,3,3,4,6,6,7,1,2,3,3,5,6,6,7,10,16,12,9,15,19,14,6,0,0,1,1.026,
9,2,12,10,1,3,4,4,5,6,7,7,1,3,4,3,5,6,7,7,16,19,13,5,17,8,2,4,0,1,0,0.839,
9,2,12,11,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,10,7,19,16,5,2,12,1,0,0,1,0.656,
9,2,12,12,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,20,7,15,4,10,14,12,16,1,1,1,0.575,
9,2,12,13,1,1,2,3,6,6,7,7,1,1,2,3,6,6,7,7,17,13,5,9,10,6,14,15,1,1,1,0.493,
9,2,12,14,1,3,4,5,5,6,7,7,1,3,4,1,5,6,7,7,2,5,14,9,7,10,6,8,0,0,1,0.75,
9,2,12,15,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,18,3,1,15,10,20,16,14,1,1,1,0.612,
9,2,12,16,1,2,3,4,4,5,7,7,1,2,3,4,4,6,7,7,10,11,3,15,12,7,8,1,0,1,0,0.718,
9,2,12,17,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,18,1,16,9,6,15,19,13,0,1,0,0.906,
9,2,12,18,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,4,17,6,8,13,18,10,1,0,0,1,0.581,
9,2,12,19,1,2,3,5,5,6,6,7,1,4,3,5,5,6,6,7,4,12,5,1,16,19,6,14,0,0,1,0.688,
9,2,12,20,1,1,2,3,3,4,5,6,1,1,2,3,3,4,5,6,4,11,3,10,18,12,6,14,1,0,0,0.549,
9,2,12,21,1,2,2,3,3,4,5,7,6,2,2,3,3,4,5,7,20,7,13,1,10,14,4,5,0,0,1,0.799,
9,2,12,22,1,1,2,2,3,4,6,7,1,1,2,2,3,4,5,7,7,15,19,18,17,20,11,12,0,0,1,0.666,
9,2,12,23,1,2,2,3,3,4,5,7,1,2,2,3,3,4,5,7,8,15,20,18,4,10,5,3,1,1,1,0.781,
9,2,12,24,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,14,2,3,15,1,4,19,11,1,1,1,0.977,
9,2,12,25,1,1,2,4,5,6,6,7,1,1,2,4,5,6,6,7,7,14,12,1,4,18,8,16,1,1,1,0.941,
9,2,12,26,3,3,4,4,5,5,6,7,3,3,7,4,5,5,6,7,7,16,19,11,8,2,17,3,0,0,1,0.547,
9,2,12,27,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,6,4,14,17,16,19,2,10,0,0,1,0.833,
9,2,12,28,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,20,11,6,12,4,19,3,13,1,1,1,0.818,
9,2,12,29,1,2,2,3,4,6,7,7,1,2,2,3,4,5,7,7,4,19,12,16,10,18,6,14,0,0,1,0.343,
9,2,12,30,1,1,2,3,3,5,5,7,1,1,2,3,3,5,5,7,6,16,1,18,14,11,3,20,1,1,1,0.596,
9,2,12,31,1,1,2,2,3,4,5,7,1,1,2,2,3,4,5,7,4,20,13,19,1,15,9,14,1,1,1,0.633,
9,2,12,32,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,4,5,11,16,9,20,19,14,1,1,1,0.562,
9,2,12,33,1,2,3,4,4,5,6,6,1,2,3,4,4,5,6,6,10,20,17,6,12,15,14,2,1,1,1,0.55,
9,2,12,34,1,1,2,4,4,5,6,7,1,1,2,4,4,5,6,7,6,11,20,3,8,12,2,10,1,1,1,0.46,
9,2,12,35,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,4,13,6,14,17,2,1,18,1,0,0,0.624,
9,2,12,36,1,2,2,3,4,4,6,6,1,2,2,3,4,4,6,6,9,17,14,7,20,8,6,5,1,1,1,0.709,
9,2,12,37,2,3,4,4,5,5,6,6,7,3,4,4,5,5,6,6,16,4,2,13,19,18,9,11,0,0,1,0.625,
9,2,12,38,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,1,8,3,2,12,13,7,16,0,0,1,0.781,
9,2,12,39,3,4,5,5,6,6,7,7,3,4,4,5,6,6,7,7,20,12,18,15,14,11,13,8,0,1,0,0.556,
9,2,12,40,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,11,4,12,14,18,6,19,7,0,0,1,0.646,
9,3,13,1,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,16,10,13,17,20,6,1,11,0,0,1,0.7,
9,3,13,2,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,18,12,5,1,7,9,6,15,1,1,1,0.735,
9,3,13,3,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,15,14,5,10,9,13,16,12,0,0,1,0.563,
9,3,13,4,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,9,5,17,7,3,16,11,8,0,1,0,0.578,
9,3,13,5,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,6,18,16,4,10,7,13,9,1,1,1,0.549,
9,3,13,6,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,16,18,8,19,6,1,4,2,0,0,1,0.759,
9,3,13,7,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,7,12,4,1,9,6,2,20,0,0,1,0.653,
9,3,13,8,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,10,15,11,13,1,2,17,6,1,1,1,1.188,
9,3,13,9,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,10,19,8,12,15,4,14,13,0,0,1,0.853,
9,3,13,10,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,14,8,6,10,7,19,3,18,0,0,1,0.82,
9,3,13,11,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,16,19,2,13,8,18,11,1,0,0,1,0.98,
9,3,13,12,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,7,19,14,15,6,10,20,11,1,1,1,1.021,
9,3,13,13,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,1,16,17,9,20,6,14,3,0,0,1,0.854,
9,3,13,14,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,6,18,7,20,3,17,8,15,1,1,1,0.667,
9,3,13,15,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,17,1,13,7,4,10,18,3,1,1,1,0.824,
9,3,13,16,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,13,4,10,6,5,11,7,18,1,1,1,0.731,
9,3,13,17,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,20,16,8,19,6,17,15,9,0,0,1,0.609,
9,3,13,18,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,20,13,6,16,15,3,7,10,1,1,1,0.652,
9,3,13,19,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,14,12,5,7,10,15,11,9,0,0,1,0.517,
9,3,13,20,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,2,20,3,19,15,10,7,4,1,1,1,0.686,
9,3,13,21,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,2,3,8,4,15,9,1,10,1,0,0,0.676,
9,3,13,22,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,2,17,4,7,12,5,1,9,0,0,1,0.694,
9,3,13,23,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,9,19,17,8,7,12,20,16,0,0,1,0.714,
9,3,13,24,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,2,19,17,20,11,4,13,12,0,0,1,0.367,
9,3,13,25,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,9,5,12,4,10,7,2,17,1,1,1,0.866,
9,3,13,26,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,18,4,16,8,1,5,9,3,0,0,1,0.584,
9,3,13,27,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,17,18,9,16,11,14,15,19,0,0,1,0.7,
9,3,13,28,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,9,20,17,7,2,15,10,3,1,1,1,0.637,
9,3,13,29,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,9,13,20,8,18,3,17,11,1,1,1,0.493,
9,3,13,30,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,10,16,18,4,7,14,6,2,1,1,1,0.588,
9,3,13,31,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,19,15,12,6,13,8,20,16,1,0,0,1.053,
9,3,13,32,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,19,11,7,5,4,20,15,13,1,1,1,0.711,
9,3,13,33,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,10,8,7,5,4,1,18,17,0,0,1,0.477,
9,3,13,34,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,8,7,11,1,12,14,9,4,1,1,1,0.58,
9,3,13,35,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,9,18,1,16,10,6,7,5,0,0,1,0.501,
9,3,13,36,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,3,11,19,10,6,12,7,18,0,0,1,0.527,
9,3,13,37,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,17,9,5,4,18,14,10,2,0,0,1,0.534,
9,3,13,38,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,20,17,6,5,18,11,3,13,1,1,1,0.623,
9,3,13,39,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,11,10,8,5,1,18,4,2,1,1,1,0.615,
9,3,13,40,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,15,13,3,19,4,9,11,6,1,1,1,0.435,
9,4,14,1,1,1,2,4,4,5,6,7,1,1,2,4,4,5,6,7,10,13,17,4,8,18,6,1,1,1,1,0.642,
9,4,14,2,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,13,15,9,4,3,6,20,10,1,1,1,0.63,
9,4,14,3,1,3,4,5,5,6,6,7,2,3,4,5,5,6,6,7,11,13,6,9,17,16,7,20,0,0,1,0.533,
9,4,14,4,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,13,17,11,2,7,1,3,14,1,1,1,1.129,
9,4,14,5,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,19,6,12,4,13,10,2,16,0,0,1,0.625,
9,4,14,6,1,1,2,4,5,6,6,7,1,1,2,4,5,6,6,7,16,7,19,17,15,9,2,6,1,1,1,0.694,
9,4,14,7,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,4,7,11,13,1,8,3,19,0,1,0,0.896,
9,4,14,8,3,4,5,5,6,6,7,7,3,4,4,5,6,6,7,7,20,3,14,2,8,7,11,1,0,0,1,0.558,
9,4,14,9,2,3,3,4,4,5,6,7,1,3,3,4,4,5,6,7,19,20,17,12,15,11,1,10,0,0,1,0.836,
9,4,14,10,2,3,4,4,5,5,6,6,7,3,4,4,5,5,6,6,17,20,10,18,11,5,3,9,0,1,0,1.327,
9,4,14,11,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,8,3,13,17,20,5,9,14,0,1,0,0.584,
9,4,14,12,3,3,4,4,5,5,6,7,3,3,7,4,5,5,6,7,20,8,14,17,10,6,9,16,0,0,1,0.503,
9,4,14,13,1,3,4,4,5,6,7,7,1,3,4,3,5,6,7,7,1,11,10,12,9,5,19,16,0,0,1,0.838,
9,4,14,14,1,2,2,3,4,6,7,7,1,2,2,3,4,5,7,7,15,9,19,8,10,13,20,18,0,0,1,0.537,
9,4,14,15,1,1,3,3,4,4,5,7,1,1,3,3,4,4,5,7,7,15,11,3,13,17,20,19,1,1,1,0.817,
9,4,14,16,1,2,2,3,3,4,5,7,6,2,2,3,3,4,5,7,18,15,19,16,17,6,1,14,0,0,1,0.542,
9,4,14,17,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,3,6,1,15,8,17,10,2,1,1,1,0.693,
9,4,14,18,3,3,4,4,5,6,6,7,5,3,4,4,5,6,6,7,13,10,12,4,1,11,2,14,0,0,1,0.652,
9,4,14,19,1,2,3,3,4,6,6,7,1,2,3,3,5,6,6,7,12,2,1,16,13,20,9,7,0,0,1,0.854,
9,4,14,20,1,2,3,5,5,6,6,7,1,4,3,5,5,6,6,7,8,2,16,4,6,12,15,17,0,1,0,0.902,
9,4,14,21,1,1,2,2,3,4,6,7,1,1,2,2,3,4,5,7,14,18,1,12,10,7,11,8,0,0,1,0.756,
9,4,14,22,1,1,2,3,3,5,5,7,1,1,2,3,3,5,5,7,7,6,8,4,16,14,10,3,1,1,1,1.038,
9,4,14,23,1,2,2,3,3,4,5,7,1,2,2,3,3,4,5,7,9,16,10,14,18,7,15,6,1,1,1,0.659,
9,4,14,24,1,1,2,2,3,4,5,7,1,1,2,2,3,4,5,7,17,9,4,8,16,13,2,5,1,0,0,1.129,
9,4,14,25,1,1,2,3,3,4,5,7,1,1,2,3,3,4,5,7,17,13,4,20,12,6,8,18,1,0,0,0.665,
9,4,14,26,1,1,2,2,4,5,6,7,1,1,2,2,4,5,6,7,7,4,14,15,5,12,16,8,1,1,1,0.492,
9,4,14,27,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,1,5,4,10,12,9,7,17,1,0,0,1.055,
9,4,14,28,1,2,2,3,4,4,6,6,1,2,2,3,4,4,6,6,20,1,3,4,6,16,11,7,1,1,1,0.405,
9,4,14,29,1,1,2,3,4,6,6,7,1,1,2,3,4,6,6,7,13,5,3,17,10,7,18,4,1,1,1,0.538,
9,4,14,30,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,16,13,14,17,19,10,2,11,0,1,0,0.541,
9,4,14,31,1,2,3,4,4,5,7,7,1,2,3,4,4,6,7,7,3,14,18,20,7,15,8,6,0,1,0,0.527,
9,4,14,32,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,10,2,5,9,11,8,3,13,1,1,1,0.462,
9,4,14,33,1,1,2,3,3,4,5,6,1,1,2,3,3,4,5,6,1,15,18,5,13,17,7,3,1,1,1,0.433,
9,4,14,34,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,13,12,15,1,19,20,14,8,0,0,1,0.452,
9,4,14,35,1,2,3,4,4,5,6,6,1,2,3,4,4,5,6,6,4,14,5,20,1,8,17,9,1,1,1,0.828,
9,4,14,36,1,3,4,5,5,6,7,7,1,3,4,1,5,6,7,7,18,12,14,16,1,9,7,11,0,0,1,0.638,
9,4,14,37,1,1,2,3,6,6,7,7,1,1,2,3,6,6,7,7,17,10,20,9,18,14,15,16,1,1,1,0.458,
9,4,14,38,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,1,4,12,18,15,2,3,10,1,0,0,0.539,
9,4,14,39,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,4,12,19,14,13,5,7,16,1,0,0,0.358,
9,4,14,40,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,11,5,4,1,17,6,12,14,0,0,1,0.574,
10,2,21,1,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,14,16,12,19,1,18,4,11,1,1,1,0.802,
10,2,21,2,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,20,6,4,2,12,16,1,9,1,1,1,1.22,
10,2,21,3,1,1,2,4,5,6,6,7,1,1,2,4,5,6,6,7,9,15,8,16,11,13,6,12,1,1,1,0.553,
10,2,21,4,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,6,14,2,20,1,19,8,9,0,1,0,0.593,
10,2,21,5,1,1,2,2,3,4,6,7,1,1,2,2,3,4,5,7,5,14,4,17,15,13,12,6,0,0,1,0.923,
10,2,21,6,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,18,7,10,13,16,9,8,15,1,1,1,0.634,
10,2,21,7,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,18,12,10,1,19,16,5,7,1,1,1,0.543,
10,2,21,8,3,4,5,5,6,6,7,7,3,4,4,5,6,6,7,7,12,2,18,15,9,6,10,16,0,0,1,1.297,
10,2,21,9,1,1,2,3,6,6,7,7,1,1,2,3,6,6,7,7,14,8,13,17,3,11,9,12,1,1,1,0.708,
10,2,21,10,1,3,4,5,5,6,6,7,2,3,4,5,5,6,6,7,13,19,7,11,18,2,17,1,0,1,0,0.981,
10,2,21,11,1,2,2,3,3,4,5,7,1,2,2,3,3,4,5,7,9,15,20,8,16,2,18,1,1,1,1,0.61,
10,2,21,12,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,20,6,13,17,9,16,15,10,0,1,0,1.242,
10,2,21,13,1,1,2,3,3,4,5,6,1,1,2,3,3,4,5,6,13,10,11,6,1,3,16,2,1,1,1,1.126,
10,2,21,14,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,20,8,5,10,6,4,7,9,1,1,1,0.635,
10,2,21,15,1,3,4,4,5,6,7,7,1,3,4,3,5,6,7,7,17,12,5,3,4,20,9,13,0,1,0,1.202,
10,2,21,16,1,2,3,3,4,6,6,7,1,2,3,3,5,6,6,7,20,12,3,17,9,15,10,4,0,1,0,0.676,
10,2,21,17,1,2,3,5,5,6,6,7,1,4,3,5,5,6,6,7,8,2,18,15,11,1,20,17,0,1,0,0.657,
10,2,21,18,2,3,4,4,5,5,6,6,7,3,4,4,5,5,6,6,16,9,7,15,1,18,3,8,0,1,0,0.695,
10,2,21,19,1,2,3,4,4,5,6,6,1,2,3,4,4,5,6,6,19,9,6,14,2,4,18,16,1,1,1,0.554,
10,2,21,20,1,2,2,3,4,4,6,6,1,2,2,3,4,4,6,6,1,19,17,10,5,15,12,8,1,1,1,0.668,
10,2,21,21,1,2,2,3,4,6,7,7,1,2,2,3,4,5,7,7,19,17,3,7,18,11,1,4,0,0,1,0.644,
10,2,21,22,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,10,1,5,16,13,12,8,9,0,1,0,0.807,
10,2,21,23,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,9,7,18,8,11,15,16,2,1,1,1,0.745,
10,2,21,24,2,3,3,4,4,5,6,7,1,3,3,4,4,5,6,7,19,15,10,6,1,16,4,13,0,0,1,1.023,
10,2,21,25,1,2,3,4,4,5,7,7,1,2,3,4,4,6,7,7,6,18,17,8,7,5,12,19,0,1,0,0.872,
10,2,21,26,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,16,18,14,19,15,8,9,2,1,1,1,0.647,
10,2,21,27,1,1,3,3,4,4,5,7,1,1,3,3,4,4,5,7,14,8,17,19,20,4,15,3,1,1,1,0.757,
10,2,21,28,3,3,4,4,5,5,6,7,3,3,7,4,5,5,6,7,2,17,19,15,4,18,14,3,0,0,1,1.268,
10,2,21,29,1,1,2,3,3,5,5,7,1,1,2,3,3,5,5,7,9,18,2,19,12,14,1,4,1,1,1,0.986,
10,2,21,30,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,10,17,4,16,3,6,20,9,0,0,1,0.749,
10,2,21,31,1,2,2,3,3,4,5,7,6,2,2,3,3,4,5,7,1,7,15,10,8,9,11,12,0,0,1,1.068,
10,2,21,32,1,1,2,4,4,5,6,7,1,1,2,4,4,5,6,7,12,5,13,4,6,3,2,8,1,0,0,0.826,
10,2,21,33,1,1,2,3,4,6,6,7,1,1,2,3,4,6,6,7,7,8,13,5,11,1,9,17,1,0,0,0.806,
10,2,21,34,1,1,2,2,3,4,5,7,1,1,2,2,3,4,5,7,18,19,1,20,16,8,11,9,1,0,0,0.989,
10,2,21,35,3,3,4,4,5,6,6,7,5,3,4,4,5,6,6,7,5,17,14,13,1,4,18,20,0,0,1,0.85,
10,2,21,36,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,1,5,6,4,13,20,17,15,0,0,1,0.82,
10,2,21,37,1,1,2,3,3,4,5,7,1,1,2,3,3,4,5,7,7,15,18,20,13,14,1,8,1,0,0,0.913,
10,2,21,38,1,3,4,5,5,6,7,7,1,3,4,1,5,6,7,7,1,15,3,16,6,13,19,12,0,1,0,0.719,
10,2,21,39,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,7,4,6,3,16,9,1,10,0,1,0,1.481,
10,2,21,40,1,1,2,2,4,5,6,7,1,1,2,2,4,5,6,7,5,8,7,10,3,19,20,12,1,1,1,0.912,
10,4,22,1,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,16,10,6,4,8,15,18,7,0,0,1,1.139,
10,4,22,2,1,3,4,5,5,6,6,7,2,3,4,5,5,6,6,7,16,4,1,8,20,14,17,9,0,1,0,0.895,
10,4,22,3,1,1,3,3,4,4,5,7,1,1,3,3,4,4,5,7,19,12,16,2,1,18,15,17,1,1,1,0.755,
10,4,22,4,1,1,2,3,4,6,6,7,1,1,2,3,4,6,6,7,14,16,9,5,12,20,1,11,1,0,0,0.973,
10,4,22,5,1,3,4,4,5,6,7,7,1,3,4,3,5,6,7,7,6,10,12,18,19,13,3,11,0,1,0,0.986,
10,4,22,6,1,2,2,3,4,4,6,6,1,2,2,3,4,4,6,6,19,9,15,7,12,2,6,17,1,1,1,0.673,
10,4,22,7,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,12,3,1,20,2,6,15,7,0,0,1,0.747,
10,4,22,8,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,1,14,9,8,5,11,18,17,1,0,0,0.749,
10,4,22,9,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,6,11,9,4,1,15,2,17,1,1,1,0.636,
10,4,22,10,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,1,14,12,5,11,16,3,2,1,1,1,0.74,
10,4,22,11,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,5,17,10,1,6,8,3,2,0,1,0,0.582,
10,4,22,12,1,1,2,3,3,4,5,6,1,1,2,3,3,4,5,6,7,6,18,20,19,4,14,2,1,1,1,0.598,
10,4,22,13,1,1,2,4,4,5,6,7,1,1,2,4,4,5,6,7,17,13,20,9,19,1,2,12,1,1,1,0.578,
10,4,22,14,1,2,3,3,4,6,6,7,1,2,3,3,5,6,6,7,13,15,19,5,2,14,20,6,0,1,0,0.549,
10,4,22,15,3,4,5,5,6,6,7,7,3,4,4,5,6,6,7,7,16,1,14,19,5,2,11,15,0,1,0,0.896,
10,4,22,16,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,16,6,1,20,19,15,12,2,1,1,1,0.732,
10,4,22,17,3,3,4,4,5,5,6,7,3,3,7,4,5,5,6,7,4,16,9,19,5,6,2,14,0,1,0,0.516,
10,4,22,18,1,2,3,4,4,5,7,7,1,2,3,4,4,6,7,7,13,11,5,18,8,9,2,20,0,1,0,0.581,
10,4,22,19,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,20,8,9,4,19,18,5,3,1,1,1,0.513,
10,4,22,20,1,1,2,3,6,6,7,7,1,1,2,3,6,6,7,7,13,10,9,11,19,7,3,1,1,1,1,0.532,
10,4,22,21,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,2,13,12,8,6,18,3,10,0,0,1,0.75,
10,4,22,22,1,2,2,3,3,4,5,7,6,2,2,3,3,4,5,7,16,8,2,17,1,18,15,6,0,0,1,0.814,
10,4,22,23,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,9,16,1,6,15,19,2,8,1,1,1,0.835,
10,4,22,24,1,1,2,3,3,5,5,7,1,1,2,3,3,5,5,7,1,6,7,16,12,10,9,20,1,1,1,0.657,
10,4,22,25,1,1,2,2,3,4,6,7,1,1,2,2,3,4,5,7,2,12,8,9,6,17,20,3,0,1,0,0.706,
10,4,22,26,1,2,2,3,3,4,5,7,1,2,2,3,3,4,5,7,18,7,19,3,16,2,20,10,1,1,1,0.598,
10,4,22,27,1,1,2,4,5,6,6,7,1,1,2,4,5,6,6,7,5,13,3,18,15,4,12,7,1,1,1,0.518,
10,4,22,28,3,3,4,4,5,6,6,7,5,3,4,4,5,6,6,7,7,8,5,13,11,17,10,14,0,0,1,0.741,
10,4,22,29,1,2,3,5,5,6,6,7,1,4,3,5,5,6,6,7,20,13,4,18,7,11,15,9,0,1,0,0.747,
10,4,22,30,1,1,2,3,3,4,5,7,1,1,2,3,3,4,5,7,6,5,16,12,14,13,11,3,1,1,1,0.628,
10,4,22,31,1,2,2,3,4,6,7,7,1,2,2,3,4,5,7,7,14,5,11,20,15,17,2,9,0,1,0,0.683,
10,4,22,32,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,11,12,8,16,20,19,17,6,1,1,1,0.589,
10,4,22,33,2,3,4,4,5,5,6,6,7,3,4,4,5,5,6,6,15,18,3,6,5,20,19,12,0,0,1,0.521,
10,4,22,34,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,10,9,12,5,13,1,18,14,0,0,1,0.606,
10,4,22,35,1,2,3,4,4,5,6,6,1,2,3,4,4,5,6,6,5,3,14,18,12,1,7,16,1,1,1,0.986,
10,4,22,36,1,1,2,2,4,5,6,7,1,1,2,2,4,5,6,7,9,7,2,5,1,13,15,10,1,1,1,0.664,
10,4,22,37,2,3,3,4,4,5,6,7,1,3,3,4,4,5,6,7,10,6,19,11,9,3,18,13,0,0,1,0.603,
10,4,22,38,1,3,4,5,5,6,7,7,1,3,4,1,5,6,7,7,16,10,14,19,20,3,5,4,0,0,1,1.145,
10,4,22,39,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,1,13,17,3,2,5,14,19,0,1,0,0.638,
10,4,22,40,1,1,2,2,3,4,5,7,1,1,2,2,3,4,5,7,16,6,7,19,11,10,14,18,1,1,1,0.65,
10,1,23,1,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,3,15,11,9,19,2,8,16,1,1,1,0.674,
10,1,23,2,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,20,9,15,13,8,19,5,3,1,1,1,0.766,
